1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66
222010;Sonstige Tatörtlichkeit bei gefährlicher Körperverletzung § 224 StGB;insg.;83,149;53,151;29,998;686;405;281;362;204;158;606;381;225;1,128;743;385;1,958;1,190;768;4,740;2,923;1,817;2,652;1,589;1,063;3,324;2,124;1,200;5,976;3,713;2,263;6,332;4,094;2,238;17,048;10,730;6,318;4,468;2,953;1,515;4,375;2,848;1,527;8,843;5,801;3,042;10,574;7,003;3,571;19,210;12,279;6,931;12,323;7,792;4,531;8,949;5,799;3,150;6,202;3,747;2,455;66,101;42,421;23,680
222020;Sonstige Tatörtlichkeit bei schwerer Körperverletzung § 226 StGB;voll.;367;237;130;13;8;5;1;1;0;1;1;0;3;1;2;7;6;1;25;17;8;3;2;1;7;4;3;10;6;4;22;11;11;57;34;23;9;6;3;10;7;3;19;13;6;41;27;14;62;36;26;62;37;25;73;57;16;53;33;20;310;203;107
222020;Sonstige Tatörtlichkeit bei schwerer Körperverletzung § 226 StGB;vers.;57;40;17;2;0;2;0;0;0;1;1;0;1;1;0;0;0;0;4;2;2;0;0;0;1;1;0;1;1;0;1;0;1;6;3;3;2;2;0;0;0;0;2;2;0;3;2;1;19;11;8;12;10;2;7;5;2;8;7;1;51;37;14
222020;Sonstige Tatörtlichkeit bei schwerer Körperverletzung § 226 StGB;insg.;424;277;147;15;8;7;1;1;0;2;2;0;4;2;2;7;6;1;29;19;10;3;2;1;8;5;3;11;7;4;23;11;12;63;37;26;11;8;3;10;7;3;21;15;6;44;29;15;81;47;34;74;47;27;80;62;18;61;40;21;361;240;121
222030;Sonstige Tatörtlichkeit bei Beteiligung an einer Schlägerei ohne Todesfolge § 231 StGB;voll.;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;3;3;0;1;1;0;0;0;0;1;1;0;4;4;0;2;2;0;1;1;0;0;0;0;0;0;0;8;8;0
222030;Sonstige Tatörtlichkeit bei Beteiligung an einer Schlägerei ohne Todesfolge § 231 StGB;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
222030;Sonstige Tatörtlichkeit bei Beteiligung an einer Schlägerei ohne Todesfolge § 231 StGB;insg.;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;3;3;0;1;1;0;0;0;0;1;1;0;4;4;0;2;2;0;1;1;0;0;0;0;0;0;0;8;8;0
222040;Verstümmelung weiblicher Genitalien § 226a StGB;voll.;4;0;4;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;1;0;1;1;0;1;1;0;1;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
222040;Verstümmelung weiblicher Genitalien § 226a StGB;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
222040;Verstümmelung weiblicher Genitalien § 226a StGB;insg.;4;0;4;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;1;0;1;1;0;1;1;0;1;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;voll.;54,109;44,786;9,323;123;71;52;143;93;50;355;268;87;835;633;202;1,667;1,103;564;3,123;2,168;955;3,007;2,136;871;4,389;3,549;840;7,396;5,685;1,711;7,389;6,246;1,143;17,908;14,099;3,809;4,223;3,654;569;3,539;3,065;474;7,762;6,719;1,043;6,924;5,990;934;10,260;8,657;1,603;6,060;5,078;982;3,464;2,884;580;1,731;1,359;372;36,201;30,687;5,514
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;vers.;10,143;7,695;2,448;96;54;42;66;29;37;68;47;21;159;112;47;233;147;86;622;389;233;295;193;102;503;354;149;798;547;251;832;637;195;2,252;1,573;679;572;434;138;585;437;148;1,157;871;286;1,305;1,016;289;2,335;1,855;480;1,395;1,088;307;1,068;828;240;631;464;167;7,891;6,122;1,769
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;insg.;64,252;52,481;11,771;219;125;94;209;122;87;423;315;108;994;745;249;1,900;1,250;650;3,745;2,557;1,188;3,302;2,329;973;4,892;3,903;989;8,194;6,232;1,962;8,221;6,883;1,338;20,160;15,672;4,488;4,795;4,088;707;4,124;3,502;622;8,919;7,590;1,329;8,229;7,006;1,223;12,595;10,512;2,083;7,455;6,166;1,289;4,532;3,712;820;2,362;1,823;539;44,092;36,809;7,283
222110;Gefährliche Körperverletzung § 224 StGB auf Straßen, Wegen oder Plätzen;voll.;53,944;44,641;9,303;123;71;52;143;93;50;355;268;87;834;632;202;1,662;1,098;564;3,117;2,162;955;3,002;2,133;869;4,381;3,542;839;7,383;5,675;1,708;7,354;6,214;1,140;17,854;14,051;3,803;4,208;3,641;567;3,525;3,051;474;7,733;6,692;1,041;6,902;5,968;934;10,234;8,635;1,599;6,048;5,068;980;3,452;2,873;579;1,721;1,354;367;36,090;30,590;5,500
222110;Gefährliche Körperverletzung § 224 StGB auf Straßen, Wegen oder Plätzen;vers.;10,122;7,683;2,439;96;54;42;66;29;37;68;47;21;159;112;47;233;147;86;622;389;233;292;193;99;501;352;149;793;545;248;831;636;195;2,246;1,570;676;571;434;137;583;436;147;1,154;870;284;1,305;1,016;289;2,330;1,851;479;1,393;1,087;306;1,064;826;238;630;463;167;7,876;6,113;1,763
222110;Gefährliche Körperverletzung § 224 StGB auf Straßen, Wegen oder Plätzen;insg.;64,066;52,324;11,742;219;125;94;209;122;87;423;315;108;993;744;249;1,895;1,245;650;3,739;2,551;1,188;3,294;2,326;968;4,882;3,894;988;8,176;6,220;1,956;8,185;6,850;1,335;20,100;15,621;4,479;4,779;4,075;704;4,108;3,487;621;8,887;7,562;1,325;8,207;6,984;1,223;12,564;10,486;2,078;7,441;6,155;1,286;4,516;3,699;817;2,351;1,817;534;43,966;36,703;7,263
222120;Schwere Körperverletzung auf Straßen, Wegen oder Plätzen § 226 StGB;voll.;137;117;20;0;0;0;0;0;0;0;0;0;1;1;0;4;4;0;5;5;0;3;1;2;5;4;1;8;5;3;24;21;3;37;31;6;14;12;2;12;12;0;26;24;2;20;20;0;22;18;4;11;9;2;11;10;1;10;5;5;100;86;14
222120;Schwere Körperverletzung auf Straßen, Wegen oder Plätzen § 226 StGB;vers.;21;12;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;2;2;0;5;2;3;1;1;0;6;3;3;1;0;1;2;1;1;3;1;2;0;0;0;5;4;1;2;1;1;4;2;2;1;1;0;15;9;6
222120;Schwere Körperverletzung auf Straßen, Wegen oder Plätzen § 226 StGB;insg.;158;129;29;0;0;0;0;0;0;0;0;0;1;1;0;4;4;0;5;5;0;6;1;5;7;6;1;13;7;6;25;22;3;43;34;9;15;12;3;14;13;1;29;25;4;20;20;0;27;22;5;13;10;3;15;12;3;11;6;5;115;95;20
222130;Beteiligung an einer Schlägerei ohne Todesfolge auf Straßen, Wegen oder Plätzen § 231 StGB;voll.;28;28;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2;2;0;3;3;0;5;5;0;11;11;0;17;17;0;1;1;0;2;2;0;3;3;0;2;2;0;4;4;0;1;1;0;1;1;0;0;0;0;11;11;0
222130;Beteiligung an einer Schlägerei ohne Todesfolge auf Straßen, Wegen oder Plätzen § 231 StGB;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
222130;Beteiligung an einer Schlägerei ohne Todesfolge auf Straßen, Wegen oder Plätzen § 231 StGB;insg.;28;28;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2;2;0;3;3;0;5;5;0;11;11;0;17;17;0;1;1;0;2;2;0;3;3;0;2;2;0;4;4;0;1;1;0;1;1;0;0;0;0;11;11;0
223000;Misshandlung von Schutzbefohlenen § 225 StGB;voll.;5,702;2,936;2,766;1,827;1,068;759;697;402;295;607;341;266;619;350;269;637;287;350;4,387;2,448;1,939;431;164;267;231;90;141;662;254;408;28;9;19;5,077;2,711;2,366;8;7;1;9;6;3;17;13;4;18;9;9;32;18;14;32;13;19;38;15;23;488;157;331;625;225;400
223000;Misshandlung von Schutzbefohlenen § 225 StGB;vers.;92;57;35;30;19;11;17;15;2;14;9;5;6;3;3;11;3;8;78;49;29;4;3;1;2;2;0;6;5;1;0;0;0;84;54;30;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;7;3;4;8;3;5
223000;Misshandlung von Schutzbefohlenen § 225 StGB;insg.;5,794;2,993;2,801;1,857;1,087;770;714;417;297;621;350;271;625;353;272;648;290;358;4,465;2,497;1,968;435;167;268;233;92;141;668;259;409;28;9;19;5,161;2,765;2,396;8;7;1;9;6;3;17;13;4;19;9;10;32;18;14;32;13;19;38;15;23;495;160;335;633;228;405
223001;Misshandlung Schutzbefohlener ab 14 Jahren;voll.;1,315;488;827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;431;164;267;231;90;141;662;254;408;28;9;19;690;263;427;8;7;1;9;6;3;17;13;4;18;9;9;32;18;14;32;13;19;38;15;23;488;157;331;625;225;400
223001;Misshandlung Schutzbefohlener ab 14 Jahren;vers.;14;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;2;2;0;6;5;1;0;0;0;6;5;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;7;3;4;8;3;5
223001;Misshandlung Schutzbefohlener ab 14 Jahren;insg.;1,329;496;833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;435;167;268;233;92;141;668;259;409;28;9;19;696;268;428;8;7;1;9;6;3;17;13;4;19;9;10;32;18;14;32;13;19;38;15;23;495;160;335;633;228;405
223100;Misshandlung von Kindern;voll.;4,387;2,448;1,939;1,827;1,068;759;697;402;295;607;341;266;619;350;269;637;287;350;4,387;2,448;1,939;0;0;0;0;0;0;0;0;0;0;0;0;4,387;2,448;1,939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
223100;Misshandlung von Kindern;vers.;78;49;29;30;19;11;17;15;2;14;9;5;6;3;3;11;3;8;78;49;29;0;0;0;0;0;0;0;0;0;0;0;0;78;49;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
223100;Misshandlung von Kindern;insg.;4,465;2,497;1,968;1,857;1,087;770;714;417;297;621;350;271;625;353;272;648;290;358;4,465;2,497;1,968;0;0;0;0;0;0;0;0;0;0;0;0;4,465;2,497;1,968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;voll.;336,376;187,159;149,217;2,899;1,736;1,163;1,841;1,183;658;2,898;2,000;898;5,389;3,834;1,555;8,821;5,570;3,251;21,848;14,323;7,525;12,018;7,101;4,917;14,501;8,524;5,977;26,519;15,625;10,894;26,270;14,975;11,295;74,637;44,923;29,714;17,777;10,224;7,553;16,909;9,764;7,145;34,686;19,988;14,698;39,394;21,673;17,721;75,956;39,157;36,799;50,215;26,320;23,895;35,937;20,681;15,256;25,551;14,417;11,134;261,739;142,236;119,503
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;vers.;25,449;15,883;9,566;207;125;82;83;47;36;163;106;57;243;178;65;436;268;168;1,132;724;408;655;408;247;767;501;266;1,422;909;513;1,458;933;525;4,012;2,566;1,446;1,051;652;399;1,079;684;395;2,130;1,336;794;2,804;1,748;1,056;5,524;3,440;2,084;4,053;2,504;1,549;3,523;2,349;1,174;3,403;1,940;1,463;21,437;13,317;8,120
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;insg.;361,825;203,042;158,783;3,106;1,861;1,245;1,924;1,230;694;3,061;2,106;955;5,632;4,012;1,620;9,257;5,838;3,419;22,980;15,047;7,933;12,673;7,509;5,164;15,268;9,025;6,243;27,941;16,534;11,407;27,728;15,908;11,820;78,649;47,489;31,160;18,828;10,876;7,952;17,988;10,448;7,540;36,816;21,324;15,492;42,198;23,421;18,777;81,480;42,597;38,883;54,268;28,824;25,444;39,460;23,030;16,430;28,954;16,357;12,597;283,176;155,553;127,623
225000;Fahrlässige Körperverletzung § 229 StGB;voll.;22,116;11,523;10,593;1,033;577;456;464;261;203;503;283;220;507;281;226;479;269;210;2,986;1,671;1,315;547;262;285;474;233;241;1,021;495;526;920;464;456;4,927;2,630;2,297;632;351;281;693;347;346;1,325;698;627;1,655;908;747;3,502;1,883;1,619;2,998;1,546;1,452;3,619;1,922;1,697;4,090;1,936;2,154;17,189;8,893;8,296
225000;Fahrlässige Körperverletzung § 229 StGB;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
225000;Fahrlässige Körperverletzung § 229 StGB;insg.;22,116;11,523;10,593;1,033;577;456;464;261;203;503;283;220;507;281;226;479;269;210;2,986;1,671;1,315;547;262;285;474;233;241;1,021;495;526;920;464;456;4,927;2,630;2,297;632;351;281;693;347;346;1,325;698;627;1,655;908;747;3,502;1,883;1,619;2,998;1,546;1,452;3,619;1,922;1,697;4,090;1,936;2,154;17,189;8,893;8,296
230000;Straftaten gegen die persönliche Freiheit §§ 232-233a, 234, 235, 236, 237, 238-239b, 240, 241, 316c StGB;voll.;253,616;138,665;114,951;1,813;980;833;945;550;395;1,496;891;605;2,760;1,627;1,133;4,409;2,463;1,946;11,423;6,511;4,912;6,272;3,325;2,947;7,480;3,847;3,633;13,752;7,172;6,580;15,466;7,781;7,685;40,641;21,464;19,177;11,004;5,513;5,491;11,116;5,592;5,524;22,120;11,105;11,015;27,667;14,137;13,530;57,502;29,809;27,693;42,852;23,504;19,348;37,199;22,698;14,501;25,635;15,948;9,687;212,975;117,201;95,774
230000;Straftaten gegen die persönliche Freiheit §§ 232-233a, 234, 235, 236, 237, 238-239b, 240, 241, 316c StGB;vers.;6,100;3,084;3,016;74;40;34;29;15;14;61;23;38;80;39;41;117;43;74;361;160;201;221;72;149;250;98;152;471;170;301;405;144;261;1,237;474;763;207;87;120;256;120;136;463;207;256;606;275;331;1,253;640;613;914;504;410;990;593;397;637;391;246;4,863;2,610;2,253
230000;Straftaten gegen die persönliche Freiheit §§ 232-233a, 234, 235, 236, 237, 238-239b, 240, 241, 316c StGB;insg.;259,716;141,749;117,967;1,887;1,020;867;974;565;409;1,557;914;643;2,840;1,666;1,174;4,526;2,506;2,020;11,784;6,671;5,113;6,493;3,397;3,096;7,730;3,945;3,785;14,223;7,342;6,881;15,871;7,925;7,946;41,878;21,938;19,940;11,211;5,600;5,611;11,372;5,712;5,660;22,583;11,312;11,271;28,273;14,412;13,861;58,755;30,449;28,306;43,766;24,008;19,758;38,189;23,291;14,898;26,272;16,339;9,933;217,838;119,811;98,027
231000;Menschenraub, Entziehung Minderjähriger, Kinderhandel §§ 234, 235, 236 StGB;voll.;1,786;981;805;466;250;216;121;63;58;104;54;50;101;54;47;119;63;56;911;484;427;59;24;35;23;7;16;82;31;51;18;3;15;1,011;518;493;17;3;14;28;6;22;45;9;36;96;47;49;318;190;128;221;146;75;81;63;18;14;8;6;775;463;312
231000;Menschenraub, Entziehung Minderjähriger, Kinderhandel §§ 234, 235, 236 StGB;vers.;204;89;115;52;27;25;19;10;9;21;8;13;14;8;6;13;8;5;119;61;58;3;0;3;1;1;0;4;1;3;3;1;2;126;63;63;6;0;6;5;1;4;11;1;10;10;0;10;39;14;25;13;7;6;2;2;0;3;2;1;78;26;52
231000;Menschenraub, Entziehung Minderjähriger, Kinderhandel §§ 234, 235, 236 StGB;insg.;1,990;1,070;920;518;277;241;140;73;67;125;62;63;115;62;53;132;71;61;1,030;545;485;62;24;38;24;8;16;86;32;54;21;4;17;1,137;581;556;23;3;20;33;7;26;56;10;46;106;47;59;357;204;153;234;153;81;83;65;18;17;10;7;853;489;364
231100;Menschenraub § 234 StGB;voll.;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;0;1;3;2;1
231100;Menschenraub § 234 StGB;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
231100;Menschenraub § 234 StGB;insg.;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;0;1;3;2;1
231200;Entziehung Minderjähriger § 235 StGB;voll.;1,770;972;798;461;248;213;120;62;58;104;54;50;100;54;46;115;61;54;900;479;421;58;23;35;23;7;16;81;30;51;17;2;15;998;511;487;17;3;14;28;6;22;45;9;36;96;47;49;317;189;128;220;145;75;81;63;18;13;8;5;772;461;311
231200;Entziehung Minderjähriger § 235 StGB;vers.;199;85;114;51;26;25;19;10;9;19;6;13;13;8;5;12;7;5;114;57;57;3;0;3;1;1;0;4;1;3;3;1;2;121;59;62;6;0;6;5;1;4;11;1;10;10;0;10;39;14;25;13;7;6;2;2;0;3;2;1;78;26;52
231200;Entziehung Minderjähriger § 235 StGB;insg.;1,969;1,057;912;512;274;238;139;72;67;123;60;63;113;62;51;127;68;59;1,014;536;478;61;23;38;24;8;16;85;31;54;20;3;17;1,119;570;549;23;3;20;33;7;26;56;10;46;106;47;59;356;203;153;233;152;81;83;65;18;16;10;6;850;487;363
231210;Entziehung Minderjähriger gegen Entgelt oder in Bereicherungsabsicht § 235 Abs. 4 Nr. 2 StGB;voll.;13;7;6;4;0;4;1;1;0;1;1;0;0;0;0;2;0;2;8;2;6;0;0;0;1;1;0;1;1;0;0;0;0;9;3;6;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2;2;0;0;0;0;0;0;0;4;4;0
231210;Entziehung Minderjähriger gegen Entgelt oder in Bereicherungsabsicht § 235 Abs. 4 Nr. 2 StGB;vers.;2;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
231210;Entziehung Minderjähriger gegen Entgelt oder in Bereicherungsabsicht § 235 Abs. 4 Nr. 2 StGB;insg.;15;7;8;4;0;4;1;1;0;2;1;1;0;0;0;2;0;2;9;2;7;0;0;0;1;1;0;1;1;0;0;0;0;10;3;7;1;0;1;0;0;0;1;0;1;1;1;0;1;1;0;2;2;0;0;0;0;0;0;0;5;4;1
231279;Sonstige Entziehung Minderjähriger § 235 StGB;voll.;1,757;965;792;457;248;209;119;61;58;103;53;50;100;54;46;113;61;52;892;477;415;58;23;35;22;6;16;80;29;51;17;2;15;989;508;481;17;3;14;28;6;22;45;9;36;95;46;49;316;188;128;218;143;75;81;63;18;13;8;5;768;457;311
231279;Sonstige Entziehung Minderjähriger § 235 StGB;vers.;197;85;112;51;26;25;19;10;9;18;6;12;13;8;5;12;7;5;113;57;56;3;0;3;1;1;0;4;1;3;3;1;2;120;59;61;5;0;5;5;1;4;10;1;9;10;0;10;39;14;25;13;7;6;2;2;0;3;2;1;77;26;51
231279;Sonstige Entziehung Minderjähriger § 235 StGB;insg.;1,954;1,050;904;508;274;234;138;71;67;121;59;62;113;62;51;125;68;57;1,005;534;471;61;23;38;23;7;16;84;30;54;20;3;17;1,109;567;542;22;3;19;33;7;26;55;10;45;105;46;59;355;202;153;231;150;81;83;65;18;16;10;6;845;483;362
231300;Kinderhandel § 236 StGB;voll.;12;6;6;5;2;3;1;1;0;0;0;0;1;0;1;4;2;2;11;5;6;1;1;0;0;0;0;1;1;0;0;0;0;12;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
231300;Kinderhandel § 236 StGB;vers.;5;4;1;1;1;0;0;0;0;2;2;0;1;0;1;1;1;0;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
231300;Kinderhandel § 236 StGB;insg.;17;10;7;6;3;3;1;1;0;2;2;0;2;0;2;5;3;2;16;9;7;1;1;0;0;0;0;1;1;0;0;0;0;17;10;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;voll.;251,234;137,461;113,773;1,341;726;615;823;487;336;1,390;835;555;2,651;1,570;1,081;4,279;2,393;1,886;10,484;6,011;4,473;6,185;3,286;2,899;7,408;3,833;3,575;13,593;7,119;6,474;15,356;7,755;7,601;39,433;20,885;18,548;10,928;5,492;5,436;11,038;5,566;5,472;21,966;11,058;10,908;27,488;14,064;13,424;57,068;29,566;27,502;42,581;23,332;19,249;37,090;22,621;14,469;25,608;15,935;9,673;211,801;116,576;95,225
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;vers.;5,838;2,978;2,860;21;13;8;10;5;5;40;15;25;66;31;35;104;35;69;241;99;142;212;72;140;243;95;148;455;167;288;394;138;256;1,090;404;686;197;86;111;248;117;131;445;203;242;588;274;314;1,202;625;577;896;495;401;988;591;397;629;386;243;4,748;2,574;2,174
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;insg.;257,072;140,439;116,633;1,362;739;623;833;492;341;1,430;850;580;2,717;1,601;1,116;4,383;2,428;1,955;10,725;6,110;4,615;6,397;3,358;3,039;7,651;3,928;3,723;14,048;7,286;6,762;15,750;7,893;7,857;40,523;21,289;19,234;11,125;5,578;5,547;11,286;5,683;5,603;22,411;11,261;11,150;28,076;14,338;13,738;58,270;30,191;28,079;43,477;23,827;19,650;38,078;23,212;14,866;26,237;16,321;9,916;216,549;119,150;97,399
232100;Freiheitsberaubung § 239 StGB;voll.;5,329;2,050;3,279;107;53;54;60;36;24;50;29;21;77;47;30;102;53;49;396;218;178;195;67;128;246;63;183;441;130;311;646;213;433;1,483;561;922;358;88;270;301;89;212;659;177;482;697;268;429;971;357;614;584;245;339;463;240;223;472;202;270;3,846;1,489;2,357
232100;Freiheitsberaubung § 239 StGB;vers.;248;68;180;6;2;4;2;1;1;16;5;11;16;5;11;15;7;8;55;20;35;7;1;6;22;6;16;29;7;22;27;3;24;111;30;81;5;0;5;15;6;9;20;6;14;18;5;13;47;12;35;10;3;7;25;7;18;17;5;12;137;38;99
232100;Freiheitsberaubung § 239 StGB;insg.;5,577;2,118;3,459;113;55;58;62;37;25;66;34;32;93;52;41;117;60;57;451;238;213;202;68;134;268;69;199;470;137;333;673;216;457;1,594;591;1,003;363;88;275;316;95;221;679;183;496;715;273;442;1,018;369;649;594;248;346;488;247;241;489;207;282;3,983;1,527;2,456
232200;Nötigung § 240 StGB;voll.;68,401;41,288;27,113;308;176;132;191;106;85;332;186;146;623;349;274;876;458;418;2,330;1,275;1,055;1,210;584;626;1,378;654;724;2,588;1,238;1,350;3,612;1,805;1,807;8,530;4,318;4,212;2,484;1,284;1,200;2,494;1,292;1,202;4,978;2,576;2,402;6,473;3,460;3,013;15,131;8,901;6,230;11,924;7,413;4,511;12,435;8,340;4,095;8,930;6,280;2,650;59,871;36,970;22,901
232200;Nötigung § 240 StGB;vers.;5,539;2,904;2,635;15;11;4;8;4;4;24;10;14;50;26;24;87;28;59;184;79;105;198;71;127;210;88;122;408;159;249;351;134;217;943;372;571;185;85;100;230;111;119;415;196;219;569;269;300;1,152;611;541;885;491;394;963;584;379;612;381;231;4,596;2,532;2,064
232200;Nötigung § 240 StGB;insg.;73,940;44,192;29,748;323;187;136;199;110;89;356;196;160;673;375;298;963;486;477;2,514;1,354;1,160;1,408;655;753;1,588;742;846;2,996;1,397;1,599;3,963;1,939;2,024;9,473;4,690;4,783;2,669;1,369;1,300;2,724;1,403;1,321;5,393;2,772;2,621;7,042;3,729;3,313;16,283;9,512;6,771;12,809;7,904;4,905;13,398;8,924;4,474;9,542;6,661;2,881;64,467;39,502;24,965
232201;Nötigung im Straßenverkehr § 240 Abs. 1 StGB;voll.;33,606;22,731;10,875;139;81;58;62;32;30;62;37;25;74;42;32;79;53;26;416;245;171;128;78;50;255;162;93;383;240;143;1,500;869;631;2,299;1,354;945;1,180;696;484;1,267;741;526;2,447;1,437;1,010;3,415;2,044;1,371;7,900;5,183;2,717;6,399;4,373;2,026;6,764;4,925;1,839;4,382;3,415;967;31,307;21,377;9,930
232201;Nötigung im Straßenverkehr § 240 Abs. 1 StGB;vers.;513;336;177;5;2;3;2;1;1;2;1;1;0;0;0;0;0;0;9;4;5;2;2;0;4;2;2;6;4;2;22;14;8;37;22;15;12;8;4;19;12;7;31;20;11;53;31;22;123;69;54;93;58;35;121;96;25;55;40;15;476;314;162
232201;Nötigung im Straßenverkehr § 240 Abs. 1 StGB;insg.;34,119;23,067;11,052;144;83;61;64;33;31;64;38;26;74;42;32;79;53;26;425;249;176;130;80;50;259;164;95;389;244;145;1,522;883;639;2,336;1,376;960;1,192;704;488;1,286;753;533;2,478;1,457;1,021;3,468;2,075;1,393;8,023;5,252;2,771;6,492;4,431;2,061;6,885;5,021;1,864;4,437;3,455;982;31,783;21,691;10,092
232279;Sonstige Nötigung § 240 Abs. 1 und 4 StGB;voll.;34,795;18,557;16,238;169;95;74;129;74;55;270;149;121;549;307;242;797;405;392;1,914;1,030;884;1,082;506;576;1,123;492;631;2,205;998;1,207;2,112;936;1,176;6,231;2,964;3,267;1,304;588;716;1,227;551;676;2,531;1,139;1,392;3,058;1,416;1,642;7,231;3,718;3,513;5,525;3,040;2,485;5,671;3,415;2,256;4,548;2,865;1,683;28,564;15,593;12,971
232279;Sonstige Nötigung § 240 Abs. 1 und 4 StGB;vers.;5,026;2,568;2,458;10;9;1;6;3;3;22;9;13;50;26;24;87;28;59;175;75;100;196;69;127;206;86;120;402;155;247;329;120;209;906;350;556;173;77;96;211;99;112;384;176;208;516;238;278;1,029;542;487;792;433;359;842;488;354;557;341;216;4,120;2,218;1,902
